Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
10/15/2018 09:00:00 AM,10/15/2018 09:15:00 AM,Brooklyn,Prospect Park,Lincoln Road Entrance,"Lincoln Road, Brooklyn, New York, NY, USA",40.661278,-73.955358,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1630819783,ACC,1,false,false,,,false,false,44535,
08/23/2018 12:40:00 PM,08/23/2018 12:40:00 PM,Manhattan,Central Park,Lasker Rink,"Lasker Rink, Manhattan, New York, NY, USA",40.796469,-73.95465,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/18/2018 10:18:00 AM,07/18/2018 11:00:00 AM,Manhattan,Central Park,Lasker Rink - parking lot - placed in bucket by CPC,"Lasker Rink, Manhattan, New York, NY, USA",40.796469,-73.95465,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Infant,Small Mammals-RVS,1-1-1589216055,ACC,1,false,false,,,false,false,34937,
07/11/2018 09:30:00 AM,07/11/2018 10:00:00 AM,Manhattan,Central Park,one in lasker rink,"Lasker Rink, Manhattan, New York, NY, USA",40.796469,-73.95465,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,5,Adult;#Juvenile,Small Mammals-RVS,1-11-587408810,ACC,3,false,false,,,false,false,34117,
07/05/2018 01:00:00 PM,07/05/2018 01:18:00 PM,Manhattan,Central Park,Lasker Rink,"Lasker Rink, Manhattan, New York, NY, USA",40.796469,-73.95465,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/06/2018 11:00:00 AM,07/06/2018 12:00:00 PM,Manhattan,Central Park,alleyway of the Lasker Rink and Pool,"Loula D. Lasker Memorial Pool and Rink, Manhattan, New York, NY, USA",40.79648,-73.954512,success,Raccoon,Central,Native,DOA,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
09/26/2018 03:45:00 PM,09/26/2018 04:00:00 PM,Manhattan,Central Park,Near Lasker Pool,"Lasker Pool, Manhattan, New York, NY, USA",40.796623,-73.954362,success,Raccoon,Public,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/24/2018 12:30:00 PM,07/24/2018 03:15:00 PM,Manhattan,Central Park,Waterfall behind Lasker Pool in the North Woods.,"Lasker Pool, Manhattan, New York, NY, USA",40.796623,-73.954362,success,Raccoon,Public,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/10/2018 09:00:00 AM,07/10/2018 09:30:00 AM,Manhattan,Central Park,Lasker pool laying in-between the fence posts in the grass,"Lasker Pool, Manhattan, New York, NY, USA",40.796623,-73.954362,success,Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-11-586639352,ACC,1,false,false,,,false,false,,
07/29/2018 01:00:00 PM,07/30/2018 01:30:00 PM,Brooklyn,McCarren Park,,"McCarren Park, Brooklyn, New York, NY, USA",40.719873,-73.95284,success,Red-Tailed Hawk,Employee,Native,Healthy,0.5,Juvenile;#Adult,Raptors,,Monitored Animal,3,false,true,,0.5,false,false,,
09/01/2018 09:05:00 AM,09/01/2018 09:15:00 AM,Manhattan,Central Park,"Conservatory Garden, French Garden","Conservatory Garden, Manhattan, New York, NY, USA",40.793843,-73.952672,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.75,Adult,Small Mammals-RVS,,Monitored Animal,1,false,false,,,false,false,,
08/26/2018 12:30:00 PM,08/26/2018 12:45:00 PM,Manhattan,Central Park,Conservatory Garden 105th St. and 5th Ave.,"Conservatory Garden, Manhattan, New York, NY, USA",40.793843,-73.952672,success,Dog,Employee,Domestic,Healthy,0.75,Adult,Domestic,1-1-1606769440,ACC,1,false,false,,,false,false,39503,
07/29/2018 09:06:00 AM,07/29/2018 09:08:00 AM,Manhattan,Central Park,Conservatory Garden - Vanderbilt Gate - 5th ave/104th,"Conservatory Garden, Manhattan, New York, NY, USA",40.793843,-73.952672,success,Raccoon,Employee,Native,Unhealthy,0.25,Juvenile,Small Mammals-RVS,1-1-1593319604,ACC,1,false,false,,,false,false,36298,
07/18/2018 08:21:00 AM,07/18/2018 10:16:00 AM,Manhattan,Central Park,Conservatory Garden - 5th and 106th -  by italian garden entrance nearest to lawn,"Conservatory Garden, Manhattan, New York, NY, USA",40.793843,-73.952672,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,1-1-1589216055,ACC,1,false,false,,,false,false,34936,
07/21/2018 02:00:00 PM,07/21/2018 02:50:00 PM,Manhattan,Central Park,Conservatory Garden,"Conservatory Garden, Manhattan, New York, NY, USA",40.793843,-73.952672,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.5,false,false,,
04/09/2019 02:00:00 PM,04/09/2019 02:05:00 PM,Manhattan,Central Park,By Dana Center on Bald Cypress Tree,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,success,Robin,"Conservancies/""Friends of"" Groups",Native,DOA,1,Adult,Birds,1-1-1703575501,Relocated/Condition Corrected,1,false,false,,,false,false,,
08/04/2018 04:00:00 PM,08/04/2018 04:00:00 PM,Manhattan,Central Park,Accross from Dana Center on lawn near park entrance,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile;#Adult,Small Mammals-RVS,1-1-1599567881,ACC,1,false,false,,,false,false,37074,
07/24/2018 05:05:00 PM,07/24/2018 05:18:00 PM,Manhattan,Central Park,Dana Discovery Center,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.35,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,false,,,false,false,,
07/24/2018 09:00:00 AM,07/24/2018 09:15:00 AM,Manhattan,Central Park,Dana Discovery Center (110th 5th Ave).,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-593662489,ACC,1,false,false,,,false,false,35649,
04/21/2019 02:00:00 PM,04/21/2019 02:48:00 PM,Queens,Astoria Park,Basketball Courts,"Basketball courts, Manhattan, New York, NY, USA",40.837569,-73.948776,success,Parakeet,Public,Domestic,,1.25,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
08/29/2018 08:30:00 AM,08/29/2018 08:31:00 AM,Manhattan,Randall's Island Park,Urban Farms property,"Privet Property, Poughkeepsie, NY, USA",41.587885,-73.944777,success,Rabbit,Central,Domestic,N/A,0.25,Adult,Small Mammals-non RVS,,Advised/Educated others,1,false,false,,,false,false,,listed as “pet”
10/17/2018 11:15:00 AM,10/17/2018 11:15:00 AM,Manhattan,Carl Schurz Park,Gracie Mansion lawn - tented area,"Gracie Mansion, Manhattan, New York, NY, USA",40.776119,-73.943057,success,Raccoon,Other,Native,Healthy,0.25,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,,
07/24/2018 01:30:00 PM,07/24/2018 02:30:00 PM,Manhattan,Central Park,In Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,success,Raccoon,Observed by Ranger,Native,DOA,1,Adult,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,,
05/03/2019 08:55:00 AM,05/03/2019 09:10:00 AM,Brooklyn,Marine Park,Carro Center,"Carmine Carro Community Center, Brooklyn, New York, NY, USA",40.607869,-73.937449,success,Opossum,Employee,Native,Healthy,0.75,Adult,Small Mammals-non RVS,1-1-1714320460,Relocated/Condition Corrected,1,false,true,,0.25,false,false,,
11/11/2018 05:30:00 PM,11/12/2018 08:30:00 AM,Brooklyn,Marine Park,Near flagpole by Carro Center,"Carmine Carro Community Center, Brooklyn, New York, NY, USA",40.607869,-73.937449,success,Hawk,Central,Native,N/A,1.5,Adult,Raptors,,Unfounded,1,false,false,,,false,false,,
10/21/2018 05:00:00 PM,10/21/2018 05:00:00 PM,Brooklyn,Marine Park,Gerritsen Beach,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,success,Brant,Public,Native,Injured,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
07/25/2018 09:00:00 AM,07/25/2018 09:15:00 AM,Manhattan,Central Park,110th playground/ Harlem Meer,"Harlem Lane Playground, Manhattan, New York, NY, USA",40.826219,-73.934937,success,Raccoon,Public,Native,N/A,0.5,Juvenile,Small Mammals-RVS,1-11-594088217,Unfounded,1,false,false,,,false,false,,
10/09/2018 11:00:00 AM,10/09/2018 11:30:00 AM,Manhattan,Union Square Park,In front of subway station,"Subway Station, Manhattan, New York, NY, USA",40.859055,-73.934018,success,Warbler,Public,Native,N/A,1.5,Adult,Birds,N/A,Unfounded,1,false,false,,,false,false,,
07/24/2018 01:00:00 PM,07/24/2018 03:00:00 PM,Manhattan,Highbridge Recreation Center,,"Highbridge Recreation Center, Manhattan, New York, NY, USA",40.842504,-73.933383,success,Blue Jay,Employee,Native,Healthy,1,Juvenile,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
01/20/2019 12:15:00 PM,01/20/2019 12:15:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Center public restroom,"The Salt Marsh Nature Center, Brooklyn, New York, NY, USA",40.604038,-73.930558,success,Blue Jay,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
04/03/2019 04:30:00 PM,04/03/2019 04:40:00 PM,Manhattan,Fort Tryon Park,West of the Anne Loftus Playground on the path up the hill by the glacial pothole,"Anne Loftus Playground, Manhattan, New York, NY, USA",40.865186,-73.928978,success,Skunk,Public,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1697722871,ACC,1,false,false,,,false,false,59026,
07/15/2018 01:15:00 PM,07/15/2018 01:46:00 PM,Queens,Astoria Park,,"Astoria Park, Queens, New York, NY, USA",40.777852,-73.924223,success,Red-Tailed Hawk,Central,Native,N/A,1,Juvenile,Raptors,1-11-587739991,Unfounded,,false,false,,,false,false,,
05/22/2019 12:45:00 PM,05/22/2019 02:00:00 PM,Manhattan,Inwood Hill Park,Inwood Hill Park,"Inwood Hill Park, Manhattan, New York, NY, USA",40.874704,-73.923965,success,Squirrel,Employee,Native,Injured,0.5,Adult,Small Mammals-non RVS,1-1-1723397386,Relocated/Condition Corrected,1,false,false,,,false,false,,
04/23/2019 12:00:00 AM,04/23/2019 01:15:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center,"Van Cortlandt Nature Center, Bronx, New York, NY, USA",40.891103,-73.893932,success,Painted Turtle,Public,Native,Healthy,0.1,Infant,Marine Reptiles,,Relocated/Condition Corrected,1,false,false,,,false,false,,
06/11/2019 04:15:00 PM,06/11/2019 04:20:00 PM,Bronx,Van Cortlandt Park,Adjacent to VC Golf House,"Van Cortlandt Park Golf Club House, Bronx, New York, NY, USA",40.889084,-73.892171,success,Canada Goose,Public,Native,Injured,0.5,Adult,Birds,1-1-1733837211,Unfounded,1,false,false,,,false,false,,
04/02/2019 09:20:00 AM,04/02/2019 09:25:00 AM,Bronx,Van Cortlandt Park,Driveway leading to Arthur Ross Nursery,"Grand Central stone test towers, Bronx, New York, NY, USA",40.890907,-73.891389,success,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1702035690,Unfounded,1,false,false,,,false,false,,
02/22/2019 12:00:00 PM,02/24/2019 11:00:00 AM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,"Van Cortlandt Lake, Bronx, New York, NY, USA",40.890398,-73.890982,success,Swan,Public,Native,Healthy,1.5,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,1.5,false,false,,
02/22/2019 12:00:00 PM,02/23/2019 09:30:00 AM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,"Van Cortlandt Lake, Bronx, New York, NY, USA",40.890398,-73.890982,success,Swan,Public,Native,Injured,1.75,Adult,Birds,,Monitored Animal,1,false,true,,1.75,false,false,,
02/22/2019 12:00:00 PM,02/22/2019 12:00:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,"Van Cortlandt Lake, Bronx, New York, NY, USA",40.890398,-73.890982,success,Swan,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,,
07/13/2018 02:30:00 PM,07/13/2018 02:30:00 PM,Bronx,Van Cortlandt Park,,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,success,Squirrel,Other,Native,N/A,2,Infant,Small Mammals-non RVS,1-11-588704060,Rehabilitator,1,false,false,,,false,false,,
07/08/2018 10:17:00 PM,07/08/2018 12:00:00 PM,Bronx,Van Cortlandt Park,,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,success,Skunk,Employee,Native,N/A,0.25,Adult,Small Mammals-RVS,1-11-586588522,Unfounded,1,false,false,,,false,false,,
03/19/2019 02:00:00 PM,03/19/2019 02:00:00 PM,Queens,Highland Park,Ridgewood Reservoir,"Ridgewood Reservoir, Queens, New York, NY, USA",40.689259,-73.886632,success,Swan,Other,Native,Healthy,4,Juvenile,Birds,,Relocated/Condition Corrected,1,false,true,,1,false,false,,
10/05/2018 12:00:00 AM,10/05/2018 02:00:00 PM,Bronx,Van Cortlandt Park,Northern Tip of Tibbett's Brook,"Tibbetts Brook, Bronx, New York, NY, USA",40.904688,-73.886269,success,Alligator Snapping Turtle,"Conservancies/""Friends of"" Groups",Exotic,Healthy,1,Adult,Terrestrial Reptile or Amphibian,1.1.1623412770,ACC,1,false,false,,,false,false,1  43639,
08/21/2018 08:00:00 AM,08/21/2018 09:20:00 AM,Manhattan,Central Park,Childrens Zoo. Nearest cross street is 5th Ave at East 65th,"Children's Zoo Gift Shop, Bronx, New York, NY, USA",40.85168,-73.880089,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1604618551,ACC,1,false,false,,,false,false,38878,
11/16/2018 12:30:00 PM,11/16/2018 01:00:00 PM,Queens,Fort Totten Park,Playground Ninety,"Playground Ninety, Queens, New York, NY, USA",40.757249,-73.878641,success,Chicken,Employee,Domestic,Healthy,3,Juvenile,Domestic,1-1-1644544150,ACC,1,true,false,,,false,false,59258,
05/09/2019 09:00:00 AM,05/09/2019 09:00:00 AM,Bronx,Williamsbridge Oval Recreation Center,Williamsbridge Oval Park (Unspecified Location),"Williamsbridge Oval, Bronx, New York, NY, USA",40.877673,-73.877509,success,Bird/Unspecified Species,Employee,N/A,Unhealthy,2,Infant,Birds,1-1-17 14404721,Rehabilitator,5,true,false,Wild Bird Fund,,false,false,,
07/05/2018 11:30:00 AM,07/05/2018 12:16:00 PM,Queens,Forest Park,,"Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,success,Raccoon,Employee,Native,DOA,2,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,3,false,false,,,false,false,,
02/23/2019 09:30:00 AM,02/23/2019 10:00:00 AM,Bronx,Matthews Muliner Playground,"Matthews Ave., between Morris Park Ave. and Rhinelander Ave.","Matthews Avenue, Bronx, New York, NY, USA",40.850482,-73.863014,success,Raccoon,Central,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,2,false,false,,,false,false,,
08/02/2018 12:00:00 AM,08/02/2018 11:00:00 AM,Bronx,Crotona Park,Bathgate Playground,"Pink Playground, Brooklyn, New York, NY, USA",40.666667,-73.862778,success,Red-Tailed Hawk,Central,Native,Unhealthy,4,Juvenile,Raptors,1-1-1597160311,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
03/28/2019 12:15:00 PM,03/28/2019 12:30:00 PM,Staten Island,"Schmul Park 40.589434, -74.187249",Basket ball court fence,"Patriots Park Basket Ball Court, Tarrytown, NY, USA",41.080976,-73.858773,success,Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1699698200,ACC,1,false,false,,,false,false,58448,
04/14/2019 12:25:00 PM,04/14/2019 12:25:00 PM,Queens,Highland Park,Near entrance to path through Basin 2,"entrance to South County Pathway, Yonkers, NY, USA",40.945042,-73.857236,success,Cockatiel,Observed by Ranger,Domestic,Healthy,1.75,Adult,Domestic,1-1-1703221094,ACC,1,false,false,,,false,false,59971,
03/18/2019 04:45:00 PM,03/18/2019 04:55:00 PM,Queens,Flushing Meadows Corona Park,Olmsted Center,"Olmsted Center, Queens, New York, NY, USA",40.751324,-73.849374,success,Raccoon,Central,Native,N/A,0.25,Adult,Small Mammals-RVS,1-1-1694268370,Unfounded,1,true,false,,,false,false,,
09/13/2018 10:00:00 AM,09/13/2018 10:20:00 AM,Bronx,Pelham Bay Park,Playground For All Children,"Playground for All Children, Queens, New York, NY, USA",40.74121,-73.849231,success,Raccoon,Employee,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1615765941,ACC,1,false,false,,,false,false,41389,
07/31/2018 10:00:00 AM,07/31/2018 11:15:00 AM,Queens,Forest Park,Giovanelli Playground,"Giovanelli Playground, Queens, New York, NY, USA",40.698997,-73.847587,success,Raccoon,Central,Native,Unhealthy,0.25,Juvenile,Small Mammals-RVS,1-1-592-927-621,ACC,1,false,false,,,false,false,44138,
03/11/2019 03:00:00 PM,03/11/2019 03:08:00 PM,Queens,Flushing Meadows Corona Park,Olmstead Center behind,"Chase Center, Queens, New York, NY, USA",40.749811,-73.844347,success,Raccoon,Employee,Native,N/A,1.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/04/2018 10:30:00 AM,07/04/2018 10:35:00 AM,Queens,Flushing Meadows Corona Park,,"Flushing Meadows, Queens, New York, NY, USA",40.747759,-73.843943,success,Rock Dove,Employee,Native,Injured,1,Adult,Birds,,Relocated/Condition Corrected,,false,false,,,false,false,,
07/18/2018 09:30:00 AM,07/18/2018 10:00:00 AM,Bronx,Haffen Park,,"Haffen Park, Bronx, New York, NY, USA",40.873774,-73.839501,success,Raccoon,Central,Native,Healthy,1.25,Juvenile,Small Mammals-RVS,1-1-1589094020,Relocated/Condition Corrected,1,false,false,,,false,false,,
08/11/2018 03:40:00 PM,08/11/2018 04:13:00 PM,Manhattan,Central Park,Loeb Boathouse - back deck,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,success,Raccoon,Other,Native,Unhealthy,1.25,Adult,Small Mammals-RVS,1-1-1602166956,ACC,1,false,false,,,false,false,37888,
03/02/2019 03:25:00 PM,03/02/2019 03:30:00 PM,Queens,Ehrenreich-Austin Playground,Austin Street and 77 th Rd,"Ehrenreich-Austin Playground, Queens, New York, NY, USA",40.715227,-73.836588,success,Raccoon,Public,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,,
07/11/2018 03:00:00 PM,07/11/2018 03:10:00 PM,Queens,Rockaway Beach and Boardwalk,,"Rockaway Beach, Queens, New York, NY, USA",40.577599,-73.836581,success,American Oystercatcher,Employee,Native,Injured,3,Adult,Birds,1-11-5842988950,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
07/05/2018 02:05:00 PM,07/05/2018 02:49:00 PM,Queens,Rockaway Beach and Boardwalk,,"Rockaway Beach, Queens, New York, NY, USA",40.577599,-73.836581,success,Peregrine Falcon,Employee,Native,Injured,3,Adult,Raptors,1-11-582650930,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
07/12/2018 12:30:00 PM,07/12/2018 12:30:00 PM,Manhattan,Morningside Park,Playground 123,"Playground, Queens, New York, NY, USA",40.709595,-73.83564,success,Raccoon,Employee,Native,Healthy,0.75,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
11/03/2018 10:00:00 AM,11/03/2018 11:00:00 AM,Bronx,Seton Falls Park,Trash Can,"Trash Can, Queens, New York, NY, USA",40.710551,-73.834967,success,Opossum,Central,Native,N/A,1,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,,
10/12/2018 09:00:00 AM,10/12/2018 09:00:00 AM,Bronx,Pelham Bay Park,Tennis Courts,"Tennis Courts, Bronx, New York, NY, USA",40.84993,-73.823036,success,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1624804910,ACC,1,false,false,,,false,false,44221,
05/08/2019 02:30:00 PM,05/08/2019 03:00:00 PM,Queens,Kissena Park,By Kissena Lake - Near Kissena Recreation Center,"Kissena Lake, Queens, New York, NY, USA",40.748289,-73.805455,success,Freshwater Fish And Turtles,Employee,Domestic,N/A,0.5,Adult;#Juvenile,Fish-numerous quantity;#Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,0,false,false,,,false,false,,
04/03/2019 10:30:00 AM,04/03/2019 11:00:00 AM,Queens,Kissena Park,Kissena Lake,"Kissena Lake, Queens, New York, NY, USA",40.748289,-73.805455,success,Mute Swan,Public,Native,Healthy,0.5,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,,
03/26/2019 03:45:00 PM,03/26/2019 03:50:00 PM,Queens,Dubos Point Wildlife Sanctuary,"Near entrance of park, Bay 65th St and Bayfield Ave","Brant Point Wildlife Sanctuary, Queens, New York, NY, USA",40.598149,-73.803233,success,Dolphin,Central,Native,N/A,2.25,Adult,"Marine Mammals-whales, Dolphin",1-1-1697120443,Unfounded,1,false,false,,,false,false,,
09/01/2018 10:15:00 AM,09/01/2018 10:15:00 AM,Manhattan,Central Park,Southside entrance of the MET garage,"The Metropolitan Museum of Art Store, Queens, New York, NY, USA",40.643466,-73.781218,success,Raccoon,Central,Native,N/A,0.75,Juvenile,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
